source,target,anchor,rel,representation,internal,target_status,target_error,target_missing_content_candidate,checked
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/contact,"Nationwide Remote SEO consultant, anywhere in Ireland",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/blog,View all articles,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,"17 December 2025 · 2 min read Top SEO Consultant in Ireland — What Is SEO & Why Your Business Needs It What SEO actually is, how it works, and why every Irish business that wants to be found needs it… Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/blog/best-seo-consultants-agencies-in-ireland-2025-edition,"14 July 2025 · 5 min read Best SEO Consultants & Agencies in Ireland (2025 Edition) The top 10 list of the best SEO consultants and agencies in Ireland for 2025, based on client reviews, case studies and industry reputation. Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/blog/app-development-cost-in-ireland-your-guide-to-building-apps-in-2025,"16 February 2025 · 5 min read App Development Cost in Ireland — Your Guide to Building Apps What it costs to build an app in Ireland in 2025 — budgets, timelines and how to choose the right development partner. Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-services-ireland,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/seo-consultant-ireland,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/local-seo-services-ireland,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/about,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/top-10-private-practice-marketing-companies-in-the-usa,"Latest 18 September 2026 · 4 min read Top 10 Private Practice Marketing Companies in the USA for 2026 Growing a private medical practice in the U.S. takes more than simply having a website. Patients increasingly search online, compare specialists, read revi... Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/10-best-wedding-planners-in-ireland-for-2026,"17 August 2026 · 5 min read 10 Best Wedding Planners in Ireland for 2026 Planning a wedding should be exciting, not overwhelming. But between finding the right venue, managing suppliers, creating timelines and mak… Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,17 December 2025 · 2 min read Top SEO Consultant in Ireland – What Is SEO & Why Your Business Needs It Top SEO Consultant in Ireland – What Is SEO & Why Your Business Needs It - Ireland’s #1 SEO & Digital Marketing Agency… Read article,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/best-seo-consultants-agencies-in-ireland-2025-edition,"14 July 2025 · 5 min read Best SEO Consultants & Agencies in Ireland (2025 Edition) As digital competition in Ireland grows, businesses are seeking trusted SEO experts who can deliver real results. Whether you're a local bus… Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/top-10-best-seo-companies-in-ireland-2025-rankings-reviews,"14 July 2025 · 5 min read Top 10 Best SEO Companies in Ireland (2025 Rankings & Reviews) Looking for the best SEO companies in Ireland? Whether you're a local business in Dublin, Cork, or Galway, or an eCommerce store trying to..… Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/top-10-seo-companies-in-cork-ireland-2025-edition,"14 July 2025 · 3 min read Top 10 SEO Companies in Cork, Ireland (2025 Edition) As Cork continues to grow into one of Ireland’s most vibrant business hubs, local companies are increasingly relying on SEO agencies to buil… Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/app-development-cost-in-ireland-your-guide-to-building-apps-in-2025,16 February 2025 · 5 min read App Development Cost in Ireland: Your Guide to Building Apps in 2025 App Development Cost in Ireland: Your Guide to Building Apps in 2025 - Ireland’s #1 SEO & Digital Marketing Agency… Read article,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/best-shopify-seo-agencies-in-ireland,"8 February 2025 · 4 min read Top 10 Shopify SEO Agencies in Ireland (2025 Rankings + Reviews) For businesses seeking Shopify SEO services in Ireland, Beehive Design remains the top choice. Their results-driven approach makes them the … Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/5-digital-marketing-trends-shaping-the-irish-business-scene,4 February 2025 · 3 min read 5 Digital Marketing Trends Shaping the Irish Business Scene Learn about the top 5 digital marketing trends that are currently shaping the Irish business landscape and how they can benefit your busines… Read article,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/the-power-of-localized-marketing-in-ireland,"4 February 2025 · 3 min read The Power of Localized Marketing in Ireland Discover the benefits of using localized marketing strategies to engage and attract Irish customers, ultimately driving business growth.… Read article",[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog/strategic-brand-positioning-for-irish-marketing-agencies,4 February 2025 · 3 min read Strategic Brand Positioning for Irish Marketing Agencies Learn about effective brand positioning strategies specifically designed for Irish marketing agencies to improve their market presence and a… Read article,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://wa.me/353851791491,Click to message,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/contact,Request Your Free Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://wa.me/353851791491,WhatsApp Us,"[""noopener""]",raw,False,,,False,False
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO Ireland,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/seo-services-ireland,eCommerce SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/about,About Us,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/contact,https://beehivedesign.vercel.app/sitemap.xml,Sitemap,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/,,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/seo-services-ireland,SEO Services,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/seo-consultant-ireland,SEO Consultant,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/local-seo-services-ireland,Local SEO,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/about,About,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/blog,Blog,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/contact,Contact,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/contact,Free SEO Audit,[],raw,True,200,,False,True
https://beehivedesign.vercel.app/blog/top-seo-consultant-in-ireland-what-is-seo-why-your-business-needs-it,https://beehivedesign.vercel.app/,Home,[],raw,True,200,,False,True
